Date of data Extraction,Brand,Product name,Category,Pack size,Serving size,Servings per pack,Product code,Energy per 100g (or 100ml),Protein per 100g (or 100ml),Total fat per 100g (or 100ml),Saturated fat per 100g (or 100ml),Carbohydrate per 100g (or 100ml),Sugars per 100g (or 100ml),Sodium per 100g (or 100ml),Original Price,Price Promoted,Price Promoted Price,Multi Buy Special,Multi Buy Special Details,Multi Buy Price,UID
2018-08-15 06:10:03 UTC,Ally,Pink Salmon,Pantry,105g,,,124681P,,,,,,,,1.8,FALSE,1.8,FALSE,,,1534277403.0-C-139
2018-08-15 06:09:43 UTC,Almond Breeze,Original Almond Long Life Milk,Drinks,1L,250mL,4,9116897P,105kJ,0.4g,1.1g,Less than 0.1g,3.2g,2.8g,52.0mg,2.5,FALSE,2.5,FALSE,,,1534277383.0-C-140
2018-08-15 06:09:44 UTC,Almond Breeze,Unsweetened Vanilla Flavoured Long Life Almond Milk,Drinks,1L,250mL,4,1274828P,67kJ,0.5g,1.2g,Less tan 0.1g,0.7g,0.1g,51.6mg,2.7,FALSE,2.7,FALSE,,,1534277384.0-C-141
2018-08-15 06:09:44 UTC,Almond Breeze,Unsweetened Almond Long Life Milk,Drinks,1L,250mL,4,9117200P,67kJ,0.5g,1.2g,Less than 0.1g,0.7g,0.1g,51.6mg,2.5,FALSE,2.5,FALSE,,,1534277384.0-C-142
2018-08-15 06:09:47 UTC,Aloe Vera of Australia,Plain Natural Juice,Pantry,1L,50 mL,20,5585579P,3kJ,Less than 1g,Less than 1g,Less than 1g,Less than 1g,Less than 1g,10mg,14.6,FALSE,14.6,FALSE,,,1534277387.0-C-143
2018-08-15 06:10:03 UTC,Alpen,Original Muesli,Pantry,625g,,,8968392P,1593kJ,11.0g,5.8g,0.8g,66.8g,23.1g,7.0g,11.1,TRUE,9,FALSE,,,1534277403.0-C-144
2018-08-15 06:09:29 UTC,Alpine Breads,Spelt & Barley,Bread & Bakery,640g,,,3172840P,,,,,,,,4.69,FALSE,4.69,FALSE,,,1534277369.0-C-145
2018-08-15 06:09:30 UTC,Alpine Breads,Sour Rye Bread,Bread & Bakery,640g,,,4860930P,,,,,,,,5.1,FALSE,5.1,FALSE,,,1534277370.0-C-146
2018-08-15 08:09:33 UTC,Alpine Breads,Protein Bread,Bread & Bakery,680g,,,2270254P,,,,,,,,5.99,FALSE,5.99,FALSE,,,1534284573.0-C-147
2018-08-15 06:09:38 UTC,ALT,Low Sugar Soft Drink Blood Orange & Citrus,Drinks,1L,,,3049072P,,,,,,,,2.3,TRUE,1.5,FALSE,,,1534277378.0-C-148
2018-08-15 06:09:38 UTC,ALT,Low Sugar Soft Drink Tropical Passionfruit,Drinks,1L,,,3049061P,,,,,,,,2.3,TRUE,1.5,FALSE,,,1534277378.0-C-149
2018-08-15 06:09:38 UTC,ALT,Low Sugar Soft Drink Mixed Apple & Berry,Drinks,1L,,,3049050P,,,,,,,,2.3,TRUE,1.5,FALSE,,,1534277378.0-C-150
2018-08-15 06:09:40 UTC,ALT,Mixed Apple & Berry Low Sugar Soft Drink,Drinks,450mL,,,3049108P,,,,,,,,3.5,FALSE,3.5,FALSE,,,1534277380.0-C-151
2018-08-15 06:09:40 UTC,ALT,Tropical Passionfruit Low Sugar Soft Drink,Drinks,450mL,,,3049119P,,,,,,,,3.5,FALSE,3.5,FALSE,,,1534277380.0-C-152
2018-08-15 06:09:40 UTC,ALT,Blood Orange & Citrus Low Sugar Soft Drink,Drinks,450mL,,,3049120P,,,,,,,,3.5,FALSE,3.5,FALSE,,,1534277380.0-C-153
2018-08-15 06:09:53 UTC,Altimate,Ice Cream Wafers Extra Thick,Pantry,80g,2.0g,40,6451749P,1730kJ,9.1g,5.2g,2.4g,81.1g,Less than 1g,260mg,2.5,FALSE,2.5,FALSE,,,1534277393.0-C-154
2018-08-15 05:50:09 UTC,Always Fresh,Asparagus SpringWater,Pantry,340g,20g (of Asparagus),9.2,4692314P,111kJ,2.4g,0.2g,0.0g,2.8g,1.9g,340mg,4.3,FALSE,4.3,FALSE,,,1534276209.0-C-155
2018-08-15 05:50:09 UTC,Always Fresh,Artichoke Hearts,Pantry,400g,40g (of Artichokes),6,132475P,147kJ,4.6g,0.6g,0.2g,1.4g,0.2g,200mg,4,FALSE,4,FALSE,,,1534276209.0-C-156
2018-08-15 06:09:44 UTC,Always Fresh,Grissini Rosemary Sea Salt,Pantry,125g,14g,9,5085827P,1790kJ,12.4g,15.3g,2.5g,52.8g,5.0g,1120mg,3.45,FALSE,3.45,FALSE,,,1534277384.0-C-157
2018-08-15 06:09:45 UTC,Always Fresh,Mini Toasts Value Pack,Pantry,90g,15g,6,2469695P,1790kJ,10.7g,10.1g,3.7g,71.1g,4.5g,484mg,2,FALSE,2,FALSE,,,1534277385.0-C-158
2018-08-15 06:09:45 UTC,Always Fresh,Hommus Crisps Sea Salt & garlic,Pantry,85g,,,2762951P,,,,,,,,4,FALSE,4,FALSE,,,1534277385.0-C-159
2018-08-15 06:09:45 UTC,Always Fresh,Crispy Thins Ancient Grains,Pantry,85g,,,3151352P,,,,,,,,3.8,FALSE,3.8,FALSE,,,1534277385.0-C-160
2018-08-15 06:09:51 UTC,Always Fresh,Olive Oil & Sea Salt Crustini Bruschetta Toasts,Pantry,120g,10g,12,5839994P,1894kJ,11.0g,15.5g,2.5g,65.0g,3.5g,900mg,3.45,FALSE,3.45,FALSE,,,1534277391.0-C-161
2018-08-15 06:09:51 UTC,Always Fresh,Stuffed Olives Pimento,Pantry,450g,,,294400P,,,,,,,,3.65,FALSE,3.65,FALSE,,,1534277391.0-C-162
2018-08-15 06:09:52 UTC,Always Fresh,Cucumber Baby Chilli,Pantry,350g,,,3055188P,,,,,,,,3.5,TRUE,2.8,FALSE,,,1534277392.0-C-163
2018-08-15 06:09:52 UTC,Always Fresh,Sundries Tomatoes Halves,Pantry,220g,,,3055155P,,,,,,,,4,FALSE,4,FALSE,,,1534277392.0-C-164
2018-08-15 06:09:52 UTC,Always Fresh,Kalamata Olives Wedges,Pantry,220g,,,2747594P,,,,,,,,4,FALSE,4,FALSE,,,1534277392.0-C-165
2018-08-15 06:09:52 UTC,Always Fresh,Stuffed Olives Parmesan,Pantry,235g,20g (of olives),6.5,9764988P,498kJ,2.2g,7.9g,1.6g,8.6g,0.4g,1240mg,4,FALSE,4,FALSE,,,1534277392.0-C-166
2018-08-15 06:09:52 UTC,Always Fresh,Artichoke Hearts Marinated,Pantry,230g,,,2748940P,,,,,,,,3,FALSE,3,FALSE,,,1534277392.0-C-167
2018-08-15 06:09:52 UTC,Always Fresh,Grilled Eggplant Sliced,Pantry,320g,,,2747608P,,,,,,,,4,FALSE,4,FALSE,,,1534277392.0-C-168
2018-08-15 06:09:53 UTC,Always Fresh,Stuffed Olives Anchovy,Pantry,235g,20g (of olives),6.5,6720818P,469kJ,1.8g,9.2g,1.8g,2.1g,0.3g,1440mg,3,FALSE,3,FALSE,,,1534277393.0-C-169
2018-08-15 06:09:53 UTC,Always Fresh,Mixed Olives,Pantry,220g,,,2748065P,,,,,,,,4,FALSE,4,FALSE,,,1534277393.0-C-170
2018-08-15 06:09:53 UTC,Always Fresh,Sundried Tomatoes Strips,Pantry,480g,,,2747700P,,,,,,,,7,FALSE,7,FALSE,,,1534277393.0-C-171
2018-08-15 06:09:53 UTC,Always Fresh,Sicilian Olives Pitted,Pantry,230g,,,2748054P,,,,,,,,3,FALSE,3,FALSE,,,1534277393.0-C-172
2018-08-15 06:09:53 UTC,Always Fresh,Kalamata Olives Sliced,Pantry,220g,,,2747970P,,,,,,,,4,FALSE,4,FALSE,,,1534277393.0-C-173
2018-08-15 06:09:53 UTC,Always Fresh,Pizza Olives,Pantry,50g,,,3055122P,,,,,,,,2,FALSE,2,FALSE,,,1534277393.0-C-174
2018-08-15 06:09:53 UTC,Always Fresh,Stuffed Olives Pimento,Pantry,700g,20g,21.4,8751583P,380kJ,1.0g,6.4g,1.2g,5.7g,0.1g,1350mg,4.45,FALSE,4.45,FALSE,,,1534277393.0-C-175
2018-08-15 06:09:53 UTC,Always Fresh,Cucumbers Dill,Pantry,680g,30g (of cucumbers),12.5,211538P,54kJ,0.8g,0.1g,Less than 0.1g,1.4g,1.0g,750mg,3.55,FALSE,3.55,FALSE,,,1534277393.0-C-176
2018-08-15 06:09:53 UTC,Always Fresh,Roasted Peppers Whole,Pantry,330g,,,2747696P,,,,,,,,4,FALSE,4,FALSE,,,1534277393.0-C-177
2018-08-15 06:09:53 UTC,Always Fresh,Cucumber Sweet & Sour,Pantry,680g,30g (of cucumbers),12,195963P,296kJ,1.2g,0.2g,0.2g,14.9g,13.1g,380mg,3.55,FALSE,3.55,FALSE,,,1534277393.0-C-178
2018-08-15 06:09:53 UTC,Always Fresh,Grissini Sesame Sea Salt,Pantry,125g,14g,9,5085805P,1810kJ,13.0g,16.7g,3.7g,50.6g,4.9g,840mg,3.45,FALSE,3.45,FALSE,,,1534277393.0-C-179
2018-08-15 06:10:01 UTC,Always Fresh,Riviana Bamboo Shoots,Pantry,230g,35g,4,302531P,68kJ,1.2g,0.4g,,1.0g,0.2g,10mg,1.65,FALSE,1.65,FALSE,,,1534277401.0-C-180
2018-08-15 06:10:01 UTC,Always Fresh,Cherries Pitted Morello,Pantry,680g,50g (of cherries),7,9230429P,323kJ,0.7g,0.1g,0.1g,17.6g,13.1g,9mg,4,TRUE,3.6,FALSE,,,1534277401.0-C-181
2018-08-15 06:10:04 UTC,Always Fresh,Kalamata Olives Pitted,Pantry,425g,,,2748032P,,,,,,,,6.75,FALSE,6.75,FALSE,,,1534277404.0-C-182
2018-08-15 06:10:04 UTC,Always Fresh,Pasta Olives Pouch,Pantry,50g,,,3055111P,,,,,,,,2,FALSE,2,FALSE,,,1534277404.0-C-183
2018-08-15 06:10:04 UTC,Always Fresh,Snack Olives Mixed Pouch,Pantry,50g,,,3055097P,,,,,,,,2,FALSE,2,FALSE,,,1534277404.0-C-184
2018-08-15 06:10:04 UTC,Always Fresh,Black Olives Whole,Pantry,450g,,,2748087P,,,,,,,,4,FALSE,4,FALSE,,,1534277404.0-C-185
2018-08-15 06:10:04 UTC,Always Fresh,Sundried Tomatoes Strips,Pantry,220g,,,2747765P,,,,,,,,4,FALSE,4,FALSE,,,1534277404.0-C-186
2018-08-15 06:10:04 UTC,Always Fresh,Piquillo Peppers,Pantry,285g,50g,4.9,5914444P,149kJ,1.2g,0.3g,Less than 1g,5.9g,5.4g,255mg,3,FALSE,3,FALSE,,,1534277404.0-C-187
2018-08-15 06:10:04 UTC,Always Fresh,Kalamata Olives Whole,Pantry,440g,,,2747947P,,,,,,,,6,FALSE,6,FALSE,,,1534277404.0-C-188
2018-08-15 06:10:04 UTC,Always Fresh,Salad Olives,Pantry,50g,,,3055100P,,,,,,,,2,FALSE,2,FALSE,,,1534277404.0-C-189
2018-08-15 06:10:04 UTC,Always Fresh,Dolmades Greek Style,Pantry,280g,60g (approx. 2 dolmades),4,9485099P,,2.5g,,,18.1g,1.6g,540mg,5.05,FALSE,5.05,FALSE,,,1534277404.0-C-190
2018-08-15 06:10:04 UTC,Always Fresh,Kalamata Olives Pitted,Pantry,220g,,,2748000P,,,,,,,,4,FALSE,4,FALSE,,,1534277404.0-C-191
2018-08-15 06:10:05 UTC,Always Fresh,Cucumbers Bread & Butter 700g,Pantry,700g,,,2236187P,,,,,,,,3.55,FALSE,3.55,FALSE,,,1534277405.0-C-192
2018-08-15 06:10:05 UTC,Always Fresh,Cucumbers Polskie Ogorki,Pantry,680g,30g (of cucumbers),12,214398P,51kJ,0.9g,0.2g,0.2g,1.5g,1.1g,594mg,3.55,FALSE,3.55,FALSE,,,1534277405.0-C-193
2018-08-15 06:10:05 UTC,Always Fresh,Gherkin Sliced 440g,Pantry,440g,,,2236314P,,,,,,,,2.65,TRUE,2.1,FALSE,,,1534277405.0-C-194
2018-08-15 06:10:05 UTC,Always Fresh,Kalamata Olives Pitted Salt Reduced,Pantry,670g,,,1998056P,,,,,,,,7.55,FALSE,7.55,FALSE,,,1534277405.0-C-195
2018-08-15 06:10:05 UTC,Always Fresh,Black Olives Sliced,Pantry,235g,20g (of olives),5.8,5595200P,413kJ,1.2g,6.5g,1.0g,5.2g,0.1g,1080mg,3,FALSE,3,FALSE,,,1534277405.0-C-196
2018-08-15 06:10:05 UTC,Always Fresh,Roasted Pepper Strips,Pantry,310g,,,2747620P,,,,,,,,4,FALSE,4,FALSE,,,1534277405.0-C-197
2018-08-15 06:10:05 UTC,Always Fresh,Black Olives Pitted,Pantry,220g,,,2013138P,,,,,,,,3,FALSE,3,FALSE,,,1534277405.0-C-198
2018-08-15 06:10:05 UTC,Always Fresh,Cucumbers Baby,Pantry,350g,30g (of cucumbers),6,8514952P,227kJ,1.2g,0.2g,0.1g,11.5g,11.5g,360mg,3.65,TRUE,2.9,FALSE,,,1534277405.0-C-199
2018-08-15 06:10:05 UTC,Always Fresh,Kalamata Olives Pitted,Pantry,670g,20g (drained product),17,5463232P,788kJ,2.2g,14.2g,1.9g,11.8g,0.8g,1090mg,7.6,FALSE,7.6,FALSE,,,1534277405.0-C-200
2018-08-15 06:10:09 UTC,Always Fresh,Riviana Bean Sprouts Whole,Pantry,200g,33g,4,4244517P,76kJ,1.5g,0.4g,0.1g,0.7g,,210mg,1.65,FALSE,1.65,FALSE,,,1534277409.0-C-201
2018-08-15 06:10:09 UTC,Always Fresh,Riviana Water Chestnuts  Whole,Pantry,230g,35g (of water chestnuts),4,255657P,143kJ,1.0g,0.1g,0.1g,6.5g,1.6g,22mg,1.65,FALSE,1.65,FALSE,,,1534277409.0-C-202
2018-08-15 06:09:51 UTC,Amarula,Cream Liqueur,Liquor,700mL,,,81153P,,,,,,,,36,FALSE,36,FALSE,,,1534277391.0-C-203
2018-08-15 06:09:52 UTC,Amberley,Chenin Blanc,Liquor,750mL,,,67003P,,,,,,,,10,FALSE,10,FALSE,,,1534277392.0-C-204
2018-08-15 06:09:51 UTC,Ambra,Limoncello,Liquor,500mL,,,420037P,,,,,,,,49,FALSE,49,FALSE,,,1534277391.0-C-205
2018-08-15 06:09:55 UTC,Ambrosia,Devon Custard,Pantry,400g,,,2404736P,,,,,,,,4.15,TRUE,3.3,FALSE,,,1534277395.0-C-206
2018-08-15 06:09:30 UTC,Amy's Kitchen,Gluten Free Frozen Vegetable Lasagne,Frozen,255g,,,2749862P,,,,,,,,8.8,TRUE,7.8,FALSE,,,1534277370.0-C-207
2018-08-15 06:09:31 UTC,Amy's Kitchen,Gluten Free Frozen Broccoli Cheddar Bake,Frozen,270g,,,2749840P,,,,,,,,8.8,TRUE,7.8,FALSE,,,1534277371.0-C-208
2018-08-15 06:09:31 UTC,Amy's Kitchen,Gluten Free Macaroni & Cheese Rice Frozen Meal,Frozen,255g,,,1994408P,,,,,,,,7.7,TRUE,6.8,FALSE,,,1534277371.0-C-209
2018-08-15 06:09:34 UTC,Amy's Kitchen,Gluten Free Cheddar Rice & Bean Burrito Frozen Meal,Frozen,156g,,,1991964P,,,,,,,,5.5,TRUE,4.9,FALSE,,,1534277374.0-C-210
2018-08-15 06:10:01 UTC,Amy's Kitchen,Organic Lentil & Vegetable Soup Canned,Pantry,411g,,,2303400P,,,,,,,,3.5,FALSE,3.5,FALSE,,,1534277401.0-C-211
2018-08-15 06:10:08 UTC,Amy's Kitchen,Organic Tomato Soup Canned,Pantry,411g,,,2303411P,,,,,,,,3.5,FALSE,3.5,FALSE,,,1534277408.0-C-212
2018-08-15 06:10:09 UTC,Amy's Kitchen,Organic Split Pea Soup Canned,Pantry,400g,,,2303397P,,,,,,,,3.5,FALSE,3.5,FALSE,,,1534277409.0-C-213
2018-08-15 05:50:09 UTC,Anchor,Lighthouse Pasta & Noodle Flour,Pantry,1kg,75g,13,5895918P,,9.6g,,,74.1g,0.3g,5.0mg,3.85,FALSE,3.85,FALSE,,,1534276209.0-C-214
2018-08-15 06:09:49 UTC,Anchor,Bread Crumbs,Pantry,750g,60 g (grammes),12.5,3244963P,1424kg,9.9g,1.1g,Less than 1g,70.1g,2.8g,754mg,3.75,FALSE,3.75,FALSE,,,1534277389.0-C-215
2018-08-15 06:09:59 UTC,Anchor,Chicken Chippy Salt,Pantry,170g,,,8008232P,,,,,,,,2.8,FALSE,2.8,FALSE,,,1534277399.0-C-216
2018-08-15 06:10:03 UTC,Anchor,Baking Powder,Pantry,125g,,,167629P,,,,,,,,2.09,FALSE,2.09,FALSE,,,1534277403.0-C-217
2018-08-15 06:10:07 UTC,Anchor,Verjuice Vinegar,Pantry,375mL,,,5216700P,,,,,,,,6.65,FALSE,6.65,FALSE,,,1534277407.0-C-218
2018-08-15 06:10:09 UTC,Anchor,Lighthouse Plain Cake Biscuit & Pastry Flour,Pantry,1kg,75g,13,5895893P,,8.7g,,,72.5g,1.0g,1.0mg,3.85,FALSE,3.85,FALSE,,,1534277409.0-C-219
2018-08-15 06:10:09 UTC,Anchor,Lighthouse Plain Bread & Pizza Flour,Pantry,1kg,75 g (grammes),13,5895930P,1495kj,12.5g,1.5g,Less than 1g,72.9g,1.5g,Less than 5mg,3.85,FALSE,3.85,FALSE,,,1534277409.0-C-220
2018-08-15 06:09:50 UTC,Andrew Garrett,Sparkling Shiraz,Liquor,750mL,,,43168P,,,,,,,,16,FALSE,16,FALSE,,,1534277390.0-C-221
2018-08-15 06:09:50 UTC,Angas Park,Dried Fruit Mixed Peel,Pantry,200g,50g,4,5195360P,1080kJ,<1g,<1g,<1g,61.8g,61.8g,280mg,2.95,FALSE,2.95,FALSE,,,1534277390.0-C-222
2018-08-15 06:10:01 UTC,Angas Park,Diced Dried Apricots,Pantry,200g,50g,4,5067880P,835kJ,4.3g,<1g,<1g,44.4g,40.5g,37mg,6,FALSE,6,FALSE,,,1534277401.0-C-223
2018-08-15 06:10:01 UTC,Angas Park,Dried Fancy Large Apricots,Pantry,200g,50g,4,298081P,835kJ,4.3g,<1g,<1g,44.4g,40.5g,37mg,7.5,FALSE,7.5,FALSE,,,1534277401.0-C-224
2018-08-15 06:10:01 UTC,Angas Park,Dried Apples,Pantry,200g,50g,4,9202172P,1260kJ,1.5g,<1g,<1g,70.0g,64.5g,71mg,4.15,FALSE,4.15,FALSE,,,1534277401.0-C-225
2018-08-15 06:10:02 UTC,Angas Park,Dried Pitted Prunes,Pantry,250g,50g,5,166080P,800kJ,2.3g,<1g,<1g,43.9g,31.0g,7mg,4,FALSE,4,FALSE,,,1534277402.0-C-226
2018-08-15 06:10:02 UTC,Angas Park,Dried Pitted Prunes,Pantry,1kg,50g,10,9938604P,800kJ,2.3g,<1g,<1g,43.9g,31.0g,7mg,11.6,FALSE,11.6,FALSE,,,1534277402.0-C-227
2018-08-15 06:10:02 UTC,Angas Park,Dried Peaches,Pantry,200g,50g,4,66064P,988kJ,3.4g,<1g,<1g,63.0g,63.0g,6mg,5.3,TRUE,4.2,FALSE,,,1534277402.0-C-228
2018-08-15 06:10:02 UTC,Angas Park,Dried Fancy Prunes,Pantry,1kg,50g,20,314348P,800kJ,2.3g,<1g,<1g,43.9g,31.0g,7mg,8.25,TRUE,6.95,FALSE,,,1534277402.0-C-229
2018-08-15 06:10:03 UTC,Angas Park,Dried Fancy Large Apricots,Pantry,500g,50g,10,344214P,835kJ,4.3g,<1g,<1g,44.4g,40.5g,37mg ,13.2,FALSE,13.2,FALSE,,,1534277403.0-C-230
2018-08-15 06:10:05 UTC,Angas Park,Dried Soft & Juicy Apricots,Pantry,225g,50g,4.5,8951367P,780kJ,4.3g,<1g,<1g,42.3g,38.6g,35mg,8.15,TRUE,6.95,FALSE,,,1534277405.0-C-231
2018-08-15 06:10:05 UTC,Angas Park,Dried Pitted Prunes Resealable Pack,Pantry,500g,50g,10,7050324P,800kJ,2.3g,<1g,<1g,43.9g,31.0g,7mg,8,TRUE,6.4,FALSE,,,1534277405.0-C-232
2018-08-15 06:10:05 UTC,Angas Park,Dried Soft & Juicy Figs,Pantry,250g,50g,5,5295444P,959kJ,3.0g,<1g,<1g,46.3g,44.7g,33mg,4.35,FALSE,4.35,FALSE,,,1534277405.0-C-233
2018-08-15 06:09:34 UTC,Angelakis Bros,Ocean Catch Marinated Baby Octopus,"Meat, Seafood & Deli",200g,50g,2,1505400P,,,,1.4g,,5.5g,,6.5,FALSE,6.5,FALSE,,,1534277374.0-C-234
2018-08-15 06:09:37 UTC,Angelakis Bros,Ocean Catch Marinated Calamari,"Meat, Seafood & Deli",200g,50g,2,1505159P,,,2.7g,0.6g,,,,6.5,FALSE,6.5,FALSE,,,1534277377.0-C-235
2018-08-15 06:09:51 UTC,Angostura,Bitters,Liquor,200mL,,,13789P,,,,,,,,22,FALSE,22,FALSE,,,1534277391.0-C-236
2018-08-15 06:09:57 UTC,Annabel Karmel,Apricot Chickpea Puree,Baby,270g,,,2821992P,,,,,,,,6,FALSE,6,FALSE,,,1534277397.0-C-237
2018-08-15 06:09:57 UTC,Annabel Karmel,Beef Kale Puree,Baby,270g,,,2821981P,,,,,,,,6,FALSE,6,FALSE,,,1534277397.0-C-238
2018-08-15 06:09:57 UTC,Annabel Karmel,Frozen Pureed Lentil & Vegetable Blocks,Baby,270g,,,2346301P,,,,,,,,6,FALSE,6,FALSE,,,1534277397.0-C-239
2018-08-15 06:09:57 UTC,Annabel Karmel,Frozen Pureed Salmon & Hoki with Orange,Baby,270g,,,2346287P,,,,,,,,6,FALSE,6,FALSE,,,1534277397.0-C-240
2018-08-15 06:09:57 UTC,Annabel Karmel,Frozen Pureed Chicken Apple & Butternut Pumpkin Blocks,Baby,270g,,,2346298P,,,,,,,,6,FALSE,6,FALSE,,,1534277397.0-C-241
2018-08-15 06:09:57 UTC,Annabel Karmel,Frozen My 1st Bolognese Pureed Blocks,Baby,270g,,,2346312P,,,,,,,,6,FALSE,6,FALSE,,,1534277397.0-C-242
2018-08-15 06:09:57 UTC,Annabel Karmel,Mini Meatball & Veggie Rice,Baby,200g,,,2821970P,,,,,,,,4,FALSE,4,FALSE,,,1534277397.0-C-243
2018-08-15 06:09:57 UTC,Annabel Karmel,Macaroni Cheese,Baby,200g,,,2821960P,,,,,,,,4,FALSE,4,FALSE,,,1534277397.0-C-244
2018-08-15 06:09:57 UTC,Annabel Karmel,Yummy Beef Bangers & Mash,Baby,200g,,,3117026P,,,,,,,,4,FALSE,4,FALSE,,,1534277397.0-C-245
2018-08-15 06:09:57 UTC,Annabel Karmel,Chicken And Sausage Paella,Baby,200g,,,3117015P,,,,,,,,4,FALSE,4,FALSE,,,1534277397.0-C-246
2018-08-15 06:09:57 UTC,Annabel Karmel,6 Veggie Ravioli,Baby,200g,,,2821937P,,,,,,,,4,FALSE,4,FALSE,,,1534277397.0-C-247
2018-08-15 06:09:57 UTC,Annabel Karmel,Frozen Classic Beef Lasagne,Baby,200g,200g,1,2313222P,527,6.2g,6.8g,3.6g,10.5g,2.7g,90mg,4,FALSE,4,FALSE,,,1534277397.0-C-248
2018-08-15 06:09:57 UTC,Annabel Karmel,Frozen Chicken & Veggie Rice,Baby,200g,200g,1,2313266P,501,6.5g,2.5g,1.1g,17.5g,3.4g,90mg,4,FALSE,4,FALSE,,,1534277397.0-C-249
2018-08-15 06:09:57 UTC,Annabel Karmel,Frozen Spaghetti & Meatballs,Baby,200g,200g,1,2313335P,492,6.2g,3.0g,1.0g,17.4g,3.5g,100mg,4,FALSE,4,FALSE,,,1534277397.0-C-250
2018-08-15 06:09:57 UTC,Annabel Karmel,Frozen Bolognese Pasta Bake,Baby,200g,,,2313244P,,,,,,,,4,FALSE,4,FALSE,,,1534277397.0-C-251
2018-08-15 06:09:57 UTC,Annabel Karmel,Frozen Veggie Pasta Bake,Baby,200g,200g,1,2313357P,446,5.0g,3.4g,1.6g,13.9g,4.2g,80mg,4,FALSE,4,FALSE,,,1534277397.0-C-252
2018-08-15 06:09:57 UTC,Annabel Karmel,Frozen Beef Cottage Pie,Baby,200g,200g,1,2313346P,399,4.8g,4.9g,2.4g,7.9g,2.1g,90mg,4,FALSE,4,FALSE,,,1534277397.0-C-253
2018-08-15 06:09:57 UTC,Annabel Karmel,Frozen Chicken & Potato Pie,Baby,200g,200g,1,2313299P,470,5.9g,5.5g,3.5g,9.2g,2.4g,90mg,4,FALSE,4,FALSE,,,1534277397.0-C-254
2018-08-15 06:09:57 UTC,Annabel Karmel,Mild Butter Chicken & Rice,Baby,200g,,,2821915P,,,,,,,,4,FALSE,4,FALSE,,,1534277397.0-C-255
2018-08-15 06:09:58 UTC,Annabel Karmel,Frozen Chicken & Pumpkin Risotto,Baby,200g,,,2313324P,,,,,,,,4,FALSE,4,FALSE,,,1534277398.0-C-256
2018-08-15 06:09:58 UTC,Annabel Karmel,Frozen Fish Pie,Baby,200g,200g,1,2313277P,506,5.1g,7.4g,4.2g,7.7g,1.7g,90mg,4,FALSE,4,FALSE,,,1534277398.0-C-257
2018-08-15 06:10:06 UTC,Annalisa,Diced Tomatoes,Pantry,400g,133g,3,5999775P,95kJ,1.2g,0.3g,0g,3.8g,3.0g,6mg,1.35,FALSE,1.35,FALSE,,,1534277406.0-C-258
2018-08-15 06:10:06 UTC,Annalisa,Butter Beans,Pantry,400g,,,491489P,,,,,,,,1.6,FALSE,1.6,FALSE,,,1534277406.0-C-259
2018-08-15 06:10:06 UTC,Annalisa,Red Kidney Beans,Pantry,400g,120g,2,5863343P,,8.5g,,,14.6g,0.8g,297.7mg,1.5,FALSE,1.5,FALSE,,,1534277406.0-C-260
2018-08-15 06:10:06 UTC,Annalisa,Cannellini Beans,Pantry,400g,,,141352P,,,,,,,,1.5,FALSE,1.5,FALSE,,,1534277406.0-C-261
2018-08-15 06:10:06 UTC,Annalisa,Peeled Tomatoes,Pantry,400g,133g,3,141363P,95kJ,1.1g,0.4g,0g,3.1g,2.9g,14mg,1.35,FALSE,1.35,FALSE,,,1534277406.0-C-262
2018-08-15 06:10:08 UTC,Annalisa,Lentils,Pantry,400g,,,491434P,,,,,,,,1.5,FALSE,1.5,FALSE,,,1534277408.0-C-263
2018-08-15 06:10:08 UTC,Annalisa,Borlotti Beans,Pantry,400g,,,491478P,,,,,,,,1.6,FALSE,1.6,FALSE,,,1534277408.0-C-264
2018-08-15 06:10:08 UTC,Annalisa,Chickpeas,Pantry,400g,,,491467P,,,,,,,,1.5,FALSE,1.5,FALSE,,,1534277408.0-C-265
2018-08-15 06:09:48 UTC,Annie's Lane,Cabernet Merlot,Liquor,750mL,,,169295P,,,,,,,,20,TRUE,14,FALSE,,,1534277388.0-C-266
2018-08-15 06:09:49 UTC,Annie's Lane,Shiraz,Liquor,750mL,,,176422P,,,,,,,,20,TRUE,14,FALSE,,,1534277389.0-C-267
2018-08-15 06:09:50 UTC,Annie's Lane,Semillon Sauvignon Blanc,Liquor,750mL,,,6606299P,,,,,,,,20,TRUE,14,FALSE,,,1534277390.0-C-268
2018-08-15 06:09:51 UTC,Annie's Lane,Chardonnay,Liquor,750mL,,,169301P,,,,,,,,20,TRUE,14,FALSE,,,1534277391.0-C-269
2018-08-15 06:09:57 UTC,Anticol,Medicated Throat Lozenges Original Menthol,Pantry,50g,,10,165168P,,,,,,,,2.2,FALSE,2.2,FALSE,,,1534277397.0-C-270
2018-08-15 06:09:57 UTC,Anticol,Medicated Throat Lozenges Original Menthol,Pantry,3 pack,,30,5096448P,,,,,,,,4.15,FALSE,4.15,FALSE,,,1534277397.0-C-271
2018-08-15 06:09:41 UTC,Antoniou,Filo Pastry,"Dairy, Eggs & Meals",375g,65g,5.8,297384P,1317kJ,9.5g,2.7g,0.5g,62.9g,3.3g,649mg,3.8,FALSE,3.8,FALSE,,,1534277381.0-C-272
